,Date,AveragePrice,Total Sold Volume,type,year,region
454,2015-04-05,1.27,751812.42,conventional,2015,Chicago
455,2015-03-29,1.22,757271.96,conventional,2015,Chicago
456,2015-03-22,1.21,799946.53,conventional,2015,Chicago
457,2015-03-15,1.09,827010.39,conventional,2015,Chicago
458,2015-03-08,1.18,772997.09,conventional,2015,Chicago
459,2015-03-01,1.09,863391.73,conventional,2015,Chicago
460,2015-02-22,1.18,773078.09,conventional,2015,Chicago
461,2015-02-15,1.17,726401.24,conventional,2015,Chicago
462,2015-02-08,1.13,729325.61,conventional,2015,Chicago
463,2015-02-01,0.91,1133491.66,conventional,2015,Chicago
464,2015-01-25,1.22,745439.17,conventional,2015,Chicago
465,2015-01-18,1.14,797741.43,conventional,2015,Chicago
466,2015-01-11,1.15,802874.94,conventional,2015,Chicago
467,2015-01-04,1.11,783068.03,conventional,2015,Chicago
468,2015-12-27,0.87,162993.77,conventional,2015,CincinnatiDayton
469,2015-12-20,0.85,175425.57,conventional,2015,CincinnatiDayton
470,2015-12-13,0.79,207386.27,conventional,2015,CincinnatiDayton
471,2015-12-06,0.83,207513.04,conventional,2015,CincinnatiDayton
472,2015-11-29,0.88,141356.34,conventional,2015,CincinnatiDayton
473,2015-11-22,0.89,174892.99,conventional,2015,CincinnatiDayton
474,2015-11-15,0.88,193723.22,conventional,2015,CincinnatiDayton
475,2015-11-08,0.87,239070.13,conventional,2015,CincinnatiDayton
476,2015-11-01,0.93,254760.33,conventional,2015,CincinnatiDayton
477,2015-10-25,1.01,203681.71,conventional,2015,CincinnatiDayton
478,2015-10-18,0.98,186044.56,conventional,2015,CincinnatiDayton
479,2015-10-11,0.91,213527.77,conventional,2015,CincinnatiDayton
480,2015-10-04,0.93,235243.88,conventional,2015,CincinnatiDayton
481,2015-09-27,1.08,202012.62,conventional,2015,CincinnatiDayton
482,2015-09-20,1.05,210445.12,conventional,2015,CincinnatiDayton
483,2015-09-13,1.05,216548.9,conventional,2015,CincinnatiDayton
484,2015-09-06,1.02,232157.91,conventional,2015,CincinnatiDayton
485,2015-08-30,1.01,234132.09,conventional,2015,CincinnatiDayton
486,2015-08-23,1.05,208608.84,conventional,2015,CincinnatiDayton
487,2015-08-16,1.01,234349.47,conventional,2015,CincinnatiDayton
488,2015-08-09,1.08,214374.41,conventional,2015,CincinnatiDayton
489,2015-08-02,1.09,206121.36,conventional,2015,CincinnatiDayton
490,2015-07-26,1.03,216611.18,conventional,2015,CincinnatiDayton
491,2015-07-19,1.06,223479.02,conventional,2015,CincinnatiDayton
492,2015-07-12,1.03,218170.8,conventional,2015,CincinnatiDayton
493,2015-07-05,1.03,250626.33,conventional,2015,CincinnatiDayton
494,2015-06-28,1.01,225165.84,conventional,2015,CincinnatiDayton
495,2015-06-21,1.02,243012.2,conventional,2015,CincinnatiDayton
496,2015-06-14,1.05,229363.51,conventional,2015,CincinnatiDayton
497,2015-06-07,1.07,234981.67,conventional,2015,CincinnatiDayton
498,2015-05-31,1.06,222382.69,conventional,2015,CincinnatiDayton
499,2015-05-24,1.1,222390.09,conventional,2015,CincinnatiDayton
500,2015-05-17,1.04,234579.34,conventional,2015,CincinnatiDayton
501,2015-05-10,1.06,259598.76,conventional,2015,CincinnatiDayton
502,2015-05-03,1.08,238140.96,conventional,2015,CincinnatiDayton
503,2015-04-26,1.06,214469.51,conventional,2015,CincinnatiDayton
504,2015-04-19,1.02,226978.72,conventional,2015,CincinnatiDayton
505,2015-04-12,1.02,188937.83,conventional,2015,CincinnatiDayton
506,2015-04-05,1.06,196168.6,conventional,2015,CincinnatiDayton
507,2015-03-29,0.95,198365.16,conventional,2015,CincinnatiDayton
508,2015-03-22,0.98,212719.94,conventional,2015,CincinnatiDayton
509,2015-03-15,0.94,196008.57,conventional,2015,CincinnatiDayton
510,2015-03-08,0.87,219110.81,conventional,2015,CincinnatiDayton
511,2015-03-01,0.89,226951.64,conventional,2015,CincinnatiDayton
512,2015-02-22,0.93,183072.02,conventional,2015,CincinnatiDayton
513,2015-02-15,0.94,169950.37,conventional,2015,CincinnatiDayton
514,2015-02-08,0.93,186617.2,conventional,2015,CincinnatiDayton
515,2015-02-01,0.86,300905.18,conventional,2015,CincinnatiDayton
516,2015-01-25,0.93,213554.45,conventional,2015,CincinnatiDayton
517,2015-01-18,0.93,175681.09,conventional,2015,CincinnatiDayton
518,2015-01-11,0.92,201392.27,conventional,2015,CincinnatiDayton
519,2015-01-04,0.88,228569.58,conventional,2015,CincinnatiDayton
520,2015-12-27,0.99,107565.04,conventional,2015,Columbus
521,2015-12-20,1.03,117393.22,conventional,2015,Columbus
522,2015-12-13,1.03,124617.07,conventional,2015,Columbus
523,2015-12-06,0.99,137195.59,conventional,2015,Columbus
524,2015-11-29,1.03,97235.6,conventional,2015,Columbus
525,2015-11-22,1.04,115089.62,conventional,2015,Columbus
526,2015-11-15,0.99,117462.94,conventional,2015,Columbus
527,2015-11-08,0.95,152084.79,conventional,2015,Columbus
528,2015-11-01,0.99,135237.01,conventional,2015,Columbus
529,2015-10-25,1.04,119210.27,conventional,2015,Columbus
530,2015-10-18,0.98,137773.84,conventional,2015,Columbus
531,2015-10-11,0.9,145305.65,conventional,2015,Columbus
532,2015-10-04,0.93,134326.53,conventional,2015,Columbus
533,2015-09-27,1.02,137298.77,conventional,2015,Columbus
534,2015-09-20,1.0,165068.86,conventional,2015,Columbus
535,2015-09-13,1.02,169025.14,conventional,2015,Columbus
536,2015-09-06,1.04,144563.15,conventional,2015,Columbus
537,2015-08-30,1.03,147230.76,conventional,2015,Columbus
538,2015-08-23,1.08,130920.97,conventional,2015,Columbus
539,2015-08-16,1.03,155881.73,conventional,2015,Columbus
540,2015-08-09,1.0,167387.9,conventional,2015,Columbus
541,2015-08-02,1.05,148597.91,conventional,2015,Columbus
542,2015-07-26,1.02,159846.2,conventional,2015,Columbus
543,2015-07-19,1.05,159137.17,conventional,2015,Columbus
544,2015-07-12,1.04,143992.91,conventional,2015,Columbus
545,2015-07-05,0.98,173370.68,conventional,2015,Columbus
546,2015-06-28,0.94,159970.54,conventional,2015,Columbus
547,2015-06-21,0.99,164161.25,conventional,2015,Columbus
548,2015-06-14,1.01,171353.59,conventional,2015,Columbus
549,2015-06-07,1.03,187983.88,conventional,2015,Columbus
550,2015-05-31,1.1,143985.96,conventional,2015,Columbus
551,2015-05-24,1.01,171879.57,conventional,2015,Columbus
552,2015-05-17,1.0,180511.78,conventional,2015,Columbus
553,2015-05-10,1.1,162802.65,conventional,2015,Columbus
554,2015-05-03,0.99,176737.77,conventional,2015,Columbus
555,2015-04-26,1.02,161438.17,conventional,2015,Columbus
556,2015-04-19,1.0,172913.44,conventional,2015,Columbus
557,2015-04-12,1.07,129397.39,conventional,2015,Columbus
558,2015-04-05,1.09,126109.82,conventional,2015,Columbus
559,2015-03-29,0.96,139065.31,conventional,2015,Columbus
560,2015-03-22,0.94,182625.49,conventional,2015,Columbus
561,2015-03-15,1.01,149884.1,conventional,2015,Columbus
562,2015-03-08,0.95,141281.56,conventional,2015,Columbus
563,2015-03-01,1.03,136795.35,conventional,2015,Columbus
564,2015-02-22,1.09,114280.87,conventional,2015,Columbus
565,2015-02-15,1.05,106663.68,conventional,2015,Columbus
566,2015-02-08,0.96,128078.27,conventional,2015,Columbus
567,2015-02-01,0.87,216653.06,conventional,2015,Columbus
568,2015-01-25,1.08,116995.68,conventional,2015,Columbus
569,2015-01-18,1.02,116450.21,conventional,2015,Columbus
570,2015-01-11,0.97,125742.48,conventional,2015,Columbus
571,2015-01-04,0.89,158638.04,conventional,2015,Columbus
572,2015-12-27,0.8,1020390.64,conventional,2015,DallasFtWorth
573,2015-12-20,0.82,928051.16,conventional,2015,DallasFtWorth
574,2015-12-13,0.79,980891.18,conventional,2015,DallasFtWorth
575,2015-12-06,0.74,1054849.97,conventional,2015,DallasFtWorth
576,2015-11-29,0.8,839818.87,conventional,2015,DallasFtWorth
577,2015-11-22,0.78,885067.49,conventional,2015,DallasFtWorth
578,2015-11-15,0.71,1040439.71,conventional,2015,DallasFtWorth
579,2015-11-08,0.8,977717.36,conventional,2015,DallasFtWorth
580,2015-11-01,0.78,1114177.66,conventional,2015,DallasFtWorth
581,2015-10-25,0.86,1010394.81,conventional,2015,DallasFtWorth
582,2015-10-18,0.83,992983.76,conventional,2015,DallasFtWorth
583,2015-10-11,0.81,1100679.15,conventional,2015,DallasFtWorth
584,2015-10-04,0.82,1104602.14,conventional,2015,DallasFtWorth
585,2015-09-27,0.84,1063583.86,conventional,2015,DallasFtWorth
586,2015-09-20,0.77,1155212.67,conventional,2015,DallasFtWorth
587,2015-09-13,0.86,1212585.41,conventional,2015,DallasFtWorth
588,2015-09-06,0.84,1270739.69,conventional,2015,DallasFtWorth
589,2015-08-30,0.82,1101680.91,conventional,2015,DallasFtWorth
590,2015-08-23,0.85,1120172.03,conventional,2015,DallasFtWorth
591,2015-08-16,0.88,1122668.33,conventional,2015,DallasFtWorth
592,2015-08-09,0.85,1124259.51,conventional,2015,DallasFtWorth
593,2015-08-02,0.87,1067498.21,conventional,2015,DallasFtWorth
594,2015-07-26,0.8,1191310.92,conventional,2015,DallasFtWorth
595,2015-07-19,0.82,1186878.88,conventional,2015,DallasFtWorth
596,2015-07-12,0.82,1144448.23,conventional,2015,DallasFtWorth
597,2015-07-05,0.83,1320696.13,conventional,2015,DallasFtWorth
598,2015-06-28,0.77,1203553.98,conventional,2015,DallasFtWorth
599,2015-06-21,0.75,1283503.44,conventional,2015,DallasFtWorth
600,2015-06-14,0.65,1508750.45,conventional,2015,DallasFtWorth
601,2015-06-07,0.73,1255575.78,conventional,2015,DallasFtWorth
602,2015-05-31,0.68,1377670.81,conventional,2015,DallasFtWorth
603,2015-05-24,0.81,1184131.34,conventional,2015,DallasFtWorth
604,2015-05-17,0.73,1219398.43,conventional,2015,DallasFtWorth
605,2015-05-10,0.75,1298826.19,conventional,2015,DallasFtWorth
606,2015-05-03,0.77,1282852.08,conventional,2015,DallasFtWorth
607,2015-04-26,0.81,1102639.51,conventional,2015,DallasFtWorth
608,2015-04-19,0.8,1137811.87,conventional,2015,DallasFtWorth
609,2015-04-12,0.72,1266899.55,conventional,2015,DallasFtWorth
610,2015-04-05,0.77,1324348.89,conventional,2015,DallasFtWorth
611,2015-03-29,0.79,1164808.22,conventional,2015,DallasFtWorth
612,2015-03-22,0.67,1333424.37,conventional,2015,DallasFtWorth
613,2015-03-15,0.72,1211158.55,conventional,2015,DallasFtWorth
614,2015-03-08,0.75,1218684.28,conventional,2015,DallasFtWorth
615,2015-03-01,0.82,1144032.03,conventional,2015,DallasFtWorth
616,2015-02-22,0.8,1116600.76,conventional,2015,DallasFtWorth
617,2015-02-15,0.77,1020856.87,conventional,2015,DallasFtWorth
618,2015-02-08,0.67,1207167.54,conventional,2015,DallasFtWorth
619,2015-02-01,0.68,1391089.32,conventional,2015,DallasFtWorth
620,2015-01-25,0.8,1008295.47,conventional,2015,DallasFtWorth
621,2015-01-18,0.76,1091677.29,conventional,2015,DallasFtWorth
622,2015-01-11,0.76,1128693.04,conventional,2015,DallasFtWorth
623,2015-01-04,0.74,1086363.97,conventional,2015,DallasFtWorth
624,2015-12-27,0.98,625475.1,conventional,2015,Denver
625,2015-12-20,1.05,528944.54,conventional,2015,Denver
626,2015-12-13,0.83,741702.5,conventional,2015,Denver
627,2015-12-06,0.76,838225.19,conventional,2015,Denver
628,2015-11-29,1.12,429109.64,conventional,2015,Denver
629,2015-11-22,0.85,724865.72,conventional,2015,Denver
630,2015-11-15,0.82,925618.09,conventional,2015,Denver
631,2015-11-08,0.93,690633.88,conventional,2015,Denver
632,2015-11-01,0.82,831994.43,conventional,2015,Denver
633,2015-10-25,0.93,735206.51,conventional,2015,Denver
634,2015-10-18,0.87,805437.95,conventional,2015,Denver
635,2015-10-11,0.9,775976.51,conventional,2015,Denver
636,2015-10-04,1.02,678935.84,conventional,2015,Denver
637,2015-09-27,0.97,694871.74,conventional,2015,Denver
638,2015-09-20,0.98,760083.16,conventional,2015,Denver
639,2015-09-13,1.01,735436.91,conventional,2015,Denver
640,2015-09-06,1.09,729046.74,conventional,2015,Denver
641,2015-08-30,1.14,721703.83,conventional,2015,Denver
642,2015-08-23,1.2,598195.03,conventional,2015,Denver
643,2015-08-16,1.17,648148.15,conventional,2015,Denver
644,2015-08-09,1.09,669377.04,conventional,2015,Denver
645,2015-08-02,1.05,727916.83,conventional,2015,Denver
646,2015-07-26,1.18,703672.69,conventional,2015,Denver
647,2015-07-19,1.1,857872.86,conventional,2015,Denver
648,2015-07-12,1.18,738933.68,conventional,2015,Denver
649,2015-07-05,1.19,736913.15,conventional,2015,Denver
650,2015-06-28,1.2,696697.65,conventional,2015,Denver
651,2015-06-21,1.16,730826.79,conventional,2015,Denver
652,2015-06-14,1.16,743005.75,conventional,2015,Denver
653,2015-06-07,1.11,782886.63,conventional,2015,Denver
654,2015-05-31,1.26,600377.94,conventional,2015,Denver
655,2015-05-24,1.16,657593.22,conventional,2015,Denver
656,2015-05-17,1.21,592588.01,conventional,2015,Denver
657,2015-05-10,1.08,735145.02,conventional,2015,Denver
658,2015-05-03,1.01,781496.4,conventional,2015,Denver
659,2015-04-26,1.19,620827.49,conventional,2015,Denver
660,2015-04-19,1.08,797021.22,conventional,2015,Denver
661,2015-04-12,1.05,858680.51,conventional,2015,Denver
662,2015-04-05,1.19,645727.95,conventional,2015,Denver
663,2015-03-29,1.11,627546.3,conventional,2015,Denver
664,2015-03-22,1.15,603112.11,conventional,2015,Denver
665,2015-03-15,1.03,662131.8,conventional,2015,Denver
666,2015-03-08,1.03,719792.51,conventional,2015,Denver
667,2015-03-01,1.03,670820.5,conventional,2015,Denver
668,2015-02-22,1.0,899302.8,conventional,2015,Denver
669,2015-02-15,1.12,629074.28,conventional,2015,Denver
670,2015-02-08,0.95,766576.39,conventional,2015,Denver
671,2015-02-01,0.93,990211.57,conventional,2015,Denver
672,2015-01-25,1.02,695658.81,conventional,2015,Denver
673,2015-01-18,0.99,808194.41,conventional,2015,Denver
674,2015-01-11,1.09,666579.35,conventional,2015,Denver
675,2015-01-04,0.99,668086.0,conventional,2015,Denver
676,2015-12-27,1.08,255499.7,conventional,2015,Detroit
677,2015-12-20,1.1,250436.24,conventional,2015,Detroit
678,2015-12-13,1.05,275587.85,conventional,2015,Detroit
679,2015-12-06,0.98,339797.19,conventional,2015,Detroit
680,2015-11-29,1.11,228427.08,conventional,2015,Detroit
681,2015-11-22,1.09,270529.34,conventional,2015,Detroit
682,2015-11-15,1.1,248933.35,conventional,2015,Detroit
683,2015-11-08,1.03,343645.67,conventional,2015,Detroit
684,2015-11-01,1.04,340746.59,conventional,2015,Detroit
685,2015-10-25,1.17,251336.74,conventional,2015,Detroit
686,2015-10-18,0.97,358143.26,conventional,2015,Detroit
687,2015-10-11,0.99,362400.65,conventional,2015,Detroit
688,2015-10-04,1.1,286400.89,conventional,2015,Detroit
689,2015-09-27,1.17,257472.31,conventional,2015,Detroit
690,2015-09-20,1.0,373545.23,conventional,2015,Detroit
691,2015-09-13,1.03,401472.63,conventional,2015,Detroit
692,2015-09-06,1.09,336982.39,conventional,2015,Detroit
693,2015-08-30,0.96,422762.9,conventional,2015,Detroit
694,2015-08-23,1.11,267968.5,conventional,2015,Detroit
695,2015-08-16,0.97,400251.59,conventional,2015,Detroit
696,2015-08-09,1.07,341289.98,conventional,2015,Detroit
697,2015-08-02,1.04,364735.69,conventional,2015,Detroit
698,2015-07-26,0.99,326233.8,conventional,2015,Detroit
699,2015-07-19,1.04,370830.93,conventional,2015,Detroit
700,2015-07-12,1.02,310049.5,conventional,2015,Detroit
701,2015-07-05,1.06,373691.57,conventional,2015,Detroit
702,2015-06-28,1.0,329753.61,conventional,2015,Detroit
703,2015-06-21,0.97,424580.52,conventional,2015,Detroit
704,2015-06-14,1.04,372413.5,conventional,2015,Detroit
705,2015-06-07,0.97,447813.52,conventional,2015,Detroit
706,2015-05-31,1.09,324400.67,conventional,2015,Detroit
707,2015-05-24,1.03,373245.43,conventional,2015,Detroit
708,2015-05-17,0.95,495155.82,conventional,2015,Detroit
709,2015-05-10,1.11,360917.96,conventional,2015,Detroit
710,2015-05-03,1.06,374659.88,conventional,2015,Detroit
711,2015-04-26,1.01,361243.2,conventional,2015,Detroit
712,2015-04-19,0.96,468643.05,conventional,2015,Detroit
713,2015-04-12,1.02,271182.01,conventional,2015,Detroit
714,2015-04-05,1.11,295385.41,conventional,2015,Detroit
715,2015-03-29,0.97,304048.16,conventional,2015,Detroit
716,2015-03-22,0.97,455372.43,conventional,2015,Detroit
717,2015-03-15,1.13,254974.87,conventional,2015,Detroit
718,2015-03-08,1.01,278695.29,conventional,2015,Detroit
719,2015-03-01,0.97,397899.56,conventional,2015,Detroit
720,2015-02-22,1.15,250888.8,conventional,2015,Detroit
721,2015-02-15,1.16,255597.63,conventional,2015,Detroit
722,2015-02-08,1.11,268195.87,conventional,2015,Detroit
723,2015-02-01,0.92,539750.77,conventional,2015,Detroit
724,2015-01-25,1.19,277325.29,conventional,2015,Detroit
725,2015-01-18,1.1,291788.43,conventional,2015,Detroit
726,2015-01-11,1.08,332165.05,conventional,2015,Detroit
727,2015-01-04,1.01,369694.27,conventional,2015,Detroit
728,2015-12-27,1.13,147713.85,conventional,2015,GrandRapids
729,2015-12-20,1.13,126262.26,conventional,2015,GrandRapids
730,2015-12-13,1.24,117645.69,conventional,2015,GrandRapids
731,2015-12-06,0.93,217174.66,conventional,2015,GrandRapids
732,2015-11-29,1.12,120552.43,conventional,2015,GrandRapids
733,2015-11-22,1.11,140981.22,conventional,2015,GrandRapids
734,2015-11-15,1.2,129448.75,conventional,2015,GrandRapids
735,2015-11-08,0.93,198257.69,conventional,2015,GrandRapids
736,2015-11-01,0.91,205592.1,conventional,2015,GrandRapids
737,2015-10-25,1.14,134921.44,conventional,2015,GrandRapids
738,2015-10-18,0.94,184806.99,conventional,2015,GrandRapids
739,2015-10-11,0.97,198769.54,conventional,2015,GrandRapids
740,2015-10-04,0.99,160322.48,conventional,2015,GrandRapids
741,2015-09-27,1.15,137849.61,conventional,2015,GrandRapids
742,2015-09-20,0.88,244696.01,conventional,2015,GrandRapids
743,2015-09-13,0.95,219380.93,conventional,2015,GrandRapids
744,2015-09-06,1.09,170309.3,conventional,2015,GrandRapids
745,2015-08-30,0.91,226898.73,conventional,2015,GrandRapids
746,2015-08-23,1.28,128681.94,conventional,2015,GrandRapids
747,2015-08-16,0.89,268902.14,conventional,2015,GrandRapids
748,2015-08-09,1.08,186733.16,conventional,2015,GrandRapids
749,2015-08-02,1.05,184067.49,conventional,2015,GrandRapids
750,2015-07-26,1.12,153868.79,conventional,2015,GrandRapids
751,2015-07-19,1.05,215736.47,conventional,2015,GrandRapids
752,2015-07-12,1.19,153112.84,conventional,2015,GrandRapids
753,2015-07-05,1.16,202842.97,conventional,2015,GrandRapids
754,2015-06-28,1.1,155972.38,conventional,2015,GrandRapids
755,2015-06-21,0.96,265555.66,conventional,2015,GrandRapids
756,2015-06-14,1.07,197387.76,conventional,2015,GrandRapids
757,2015-06-07,1.14,212599.11,conventional,2015,GrandRapids
